line_id,transaction_id,datetime,shop_id,product_id,quantity,price,cost
L0022379,T012498,2024-09-18 19:01:45,S001,P015,1,260,100
L0022380,T012498,2024-09-18 19:01:45,S001,P013,1,170,65
L0022381,T012498,2024-09-18 19:01:45,S001,P041,1,100,30
L0001846,T001063,2024-09-18 19:04:45,S002,P069,1,315,195
L0001847,T001063,2024-09-18 19:04:45,S002,P067,1,185,100
L0019255,T010732,2024-09-19 08:02:30,S003,P025,1,185,95
L0023035,T012863,2024-09-19 08:38:30,S001,P022,1,245,85
L0023036,T012863,2024-09-19 08:38:30,S001,P053,1,130,45
L0018741,T010453,2024-09-19 08:41:00,S002,P071,1,325,195
L0016169,T009038,2024-09-19 08:56:15,S001,P006,1,155,60
L0001719,T000984,2024-09-19 09:36:15,S001,P028,1,370,130
L0001720,T000984,2024-09-19 09:36:15,S001,P061,1,95,50
L0012492,T007028,2024-09-19 09:53:15,S001,P026,2,235,80
L0026305,T014682,2024-09-19 10:52:45,S002,P066,1,125,70
L0032569,T018142,2024-09-19 11:23:15,S001,P068,1,295,180
L0011293,T006358,2024-09-19 11:49:30,S003,P064,2,135,105
L0011294,T006358,2024-09-19 11:49:30,S003,P042,1,125,60
L0011295,T006358,2024-09-19 11:49:30,S003,P019,1,275,135
L0006026,T003411,2024-09-19 11:53:00,S001,P072,1,355,215
L0029436,T016398,2024-09-19 12:09:45,S001,P015,1,260,100
L0003938,T002244,2024-09-19 12:10:45,S001,P057,1,155,75
L0003939,T002244,2024-09-19 12:10:45,S001,P053,1,130,40
L0028029,T015635,2024-09-19 12:20:45,S001,P058,1,145,75
L0028030,T015635,2024-09-19 12:20:45,S001,P069,1,315,190
L0028031,T015635,2024-09-19 12:20:45,S001,P072,1,355,215
L0031218,T017384,2024-09-19 12:25:00,S001,P006,1,155,50
L0031219,T017384,2024-09-19 12:25:00,S001,P071,1,325,210
L0031220,T017384,2024-09-19 12:25:00,S001,P067,1,185,95
L0017376,T009713,2024-09-19 12:45:00,S002,P068,1,295,180
L0017377,T009713,2024-09-19 12:45:00,S002,P061,1,95,55
L0035462,T019737,2024-09-19 12:54:00,S001,P070,1,335,205
L0024573,T013700,2024-09-19 13:16:15,S003,P071,1,325,285
L0016123,T009008,2024-09-19 13:22:15,S002,P034,1,240,110
L0016124,T009008,2024-09-19 13:22:15,S002,P071,1,325,210
L0016125,T009008,2024-09-19 13:22:15,S002,P068,1,295,200
L0032487,T018102,2024-09-19 13:26:15,S001,P058,1,145,70
L0032488,T018102,2024-09-19 13:26:15,S001,P019,1,275,100
L0026636,T014862,2024-09-19 13:29:15,S001,P007,1,190,75
L0026637,T014862,2024-09-19 13:29:15,S001,P021,2,190,70
L0026638,T014862,2024-09-19 13:29:15,S001,P060,1,255,135
L0033588,T018703,2024-09-19 13:32:30,S002,P070,1,335,205
L0033589,T018703,2024-09-19 13:32:30,S002,P068,1,295,180
L0033590,T018703,2024-09-19 13:32:30,S002,P066,1,125,70
L0019574,T010907,2024-09-19 14:23:15,S002,P014,1,215,95
L0020494,T011422,2024-09-19 14:53:15,S003,P002,1,125,70
L0020495,T011422,2024-09-19 14:53:15,S003,P054,1,165,70
L0000101,T000057,2024-09-19 15:05:00,S001,P034,1,240,105
L0000102,T000057,2024-09-19 15:05:00,S001,P057,1,155,75
L0000103,T000057,2024-09-19 15:05:00,S001,P061,1,95,50
L0023297,T013005,2024-09-19 15:54:00,S001,P067,1,185,105
L0023298,T013005,2024-09-19 15:54:00,S001,P051,1,275,90
L0001848,T001064,2024-09-19 16:10:15,S002,P019,1,275,105
L0001849,T001064,2024-09-19 16:10:15,S002,P068,1,295,185
L0028377,T015819,2024-09-19 16:34:30,S001,P042,1,125,35
L0028378,T015819,2024-09-19 16:34:30,S001,P054,1,165,45
L0000592,T000340,2024-09-19 16:37:00,S002,P065,1,165,95
L0027174,T015166,2024-09-19 16:54:15,S002,P014,1,215,75
L0027175,T015166,2024-09-19 16:54:15,S002,P011,1,250,105
L0025797,T014403,2024-09-19 17:01:00,S001,P014,1,215,70
L0025798,T014403,2024-09-19 17:01:00,S001,P057,1,155,85
L0012795,T007198,2024-09-19 17:14:00,S001,P052,1,355,95
L0029325,T016336,2024-09-19 17:33:00,S003,P019,1,275,130
L0011128,T006265,2024-09-19 18:56:30,S003,P059,1,245,185
L0027055,T015097,2024-09-20 08:00:30,S002,P006,2,155,70
L0027056,T015097,2024-09-20 08:00:30,S002,P059,2,245,135
L0024327,T013563,2024-09-20 08:09:00,S001,P057,1,155,85
L0032601,T018158,2024-09-20 08:11:00,S001,P013,1,170,60
L0032602,T018158,2024-09-20 08:11:00,S001,P060,1,255,135
L0009258,T005252,2024-09-20 08:22:15,S002,P018,1,225,80
L0026893,T014998,2024-09-20 08:42:00,S002,P013,1,170,65
L0026894,T014998,2024-09-20 08:42:00,S002,P019,1,275,110
L0026895,T014998,2024-09-20 08:42:00,S002,P060,1,255,135
L0026896,T014998,2024-09-20 08:42:00,S002,P037,1,90,30
L0031409,T017496,2024-09-20 09:02:45,S001,P028,1,370,105
L0010641,T006001,2024-09-20 09:16:00,S002,P003,1,150,55
L0010642,T006001,2024-09-20 09:16:00,S002,P061,2,95,55
L0033823,T018828,2024-09-20 09:18:00,S002,P040,1,180,50
L0033824,T018828,2024-09-20 09:18:00,S002,P043,1,150,45
L0028716,T016006,2024-09-20 09:21:45,S001,P011,2,250,100
L0028717,T016006,2024-09-20 09:21:45,S001,P060,1,255,135
L0028718,T016006,2024-09-20 09:21:45,S001,P063,2,225,105
L0018437,T010286,2024-09-20 09:24:00,S001,P038,1,115,30
L0018438,T010286,2024-09-20 09:24:00,S001,P065,1,165,90
L0018439,T010286,2024-09-20 09:24:00,S001,P057,2,155,85
L0029116,T016225,2024-09-20 09:36:15,S003,P005,2,120,60
L0029117,T016225,2024-09-20 09:36:15,S003,P069,1,315,285
L0028057,T015646,2024-09-20 10:16:15,S003,P010,1,205,110
L0028058,T015646,2024-09-20 10:16:15,S003,P023,1,300,145
L0028059,T015646,2024-09-20 10:16:15,S003,P059,1,245,205
L0016246,T009086,2024-09-20 10:27:00,S001,P014,1,215,75
L0016247,T009086,2024-09-20 10:27:00,S001,P040,1,180,45
L0016248,T009086,2024-09-20 10:27:00,S001,P046,1,135,35
L0016249,T009086,2024-09-20 10:27:00,S001,P065,1,165,80
L0028800,T016051,2024-09-20 12:07:15,S001,P026,1,235,90
L0028801,T016051,2024-09-20 12:07:15,S001,P012,1,325,115
L0006664,T003788,2024-09-20 12:19:00,S001,P018,1,225,85
L0006665,T003788,2024-09-20 12:19:00,S001,P068,1,295,170
L0028708,T016002,2024-09-20 12:19:15,S001,P071,1,325,210
L0028709,T016002,2024-09-20 12:19:15,S001,P068,1,295,190
L0028710,T016002,2024-09-20 12:19:15,S001,P035,1,295,130
L0023923,T013343,2024-09-20 13:19:30,S003,P061,1,95,75
L0023924,T013343,2024-09-20 13:19:30,S003,P058,1,145,115
L0023925,T013343,2024-09-20 13:19:30,S003,P072,1,355,305
L0023926,T013343,2024-09-20 13:19:30,S003,P071,1,325,285
L0000096,T000054,2024-09-20 13:30:00,S001,P070,1,335,190
L0000233,T000133,2024-09-20 13:33:00,S001,P070,1,335,205
L0008881,T005039,2024-09-20 13:55:00,S001,P022,1,245,90
L0008882,T005039,2024-09-20 13:55:00,S001,P069,2,315,195
L0008883,T005039,2024-09-20 13:55:00,S001,P067,1,185,90
L0008884,T005039,2024-09-20 13:55:00,S001,P071,1,325,200
L0004902,T002790,2024-09-20 14:02:00,S001,P023,1,300,100
L0021567,T012028,2024-09-20 15:58:45,S001,P027,1,285,110
L0033879,T018859,2024-09-20 16:09:15,S002,P012,1,325,130
L0033880,T018859,2024-09-20 16:09:15,S002,P059,1,245,140
L0034214,T019041,2024-09-20 16:16:45,S003,P025,1,185,100
L0034215,T019041,2024-09-20 16:16:45,S003,P003,1,150,85
L0023327,T013023,2024-09-20 16:37:15,S002,P061,1,95,50
L0033319,T018552,2024-09-20 17:39:00,S001,P070,1,335,200
L0003033,T001742,2024-09-20 17:49:00,S001,P025,1,185,65
L0027385,T015285,2024-09-20 17:52:00,S001,P006,1,155,50
L0027386,T015285,2024-09-20 17:52:00,S001,P066,2,125,65
L0027387,T015285,2024-09-20 17:52:00,S001,P068,1,295,190
L0020497,T011424,2024-09-20 18:43:30,S001,P025,1,185,65
L0020498,T011424,2024-09-20 18:43:30,S001,P022,1,245,90
L0020499,T011424,2024-09-20 18:43:30,S001,P019,1,275,90
L0032709,T018217,2024-09-20 19:54:00,S003,P064,3,135,105
L0005780,T003266,2024-09-20 19:55:00,S003,P013,1,170,85
L0034746,T019342,2024-09-20 19:57:00,S003,P058,1,145,120
L0021285,T011869,2024-09-21 08:05:00,S002,P014,1,215,75
L0029872,T016651,2024-09-21 08:36:15,S001,P050,1,225,55
L0029873,T016651,2024-09-21 08:36:15,S001,P006,1,155,50
L0031054,T017291,2024-09-21 09:15:00,S001,P062,1,175,100
L0031055,T017291,2024-09-21 09:15:00,S001,P057,1,155,85
L0027254,T015210,2024-09-21 09:21:00,S002,P023,1,300,125
L0027255,T015210,2024-09-21 09:21:00,S002,P064,1,135,80
L0017482,T009768,2024-09-21 09:24:00,S002,P031,1,270,110
L0018161,T010141,2024-09-21 09:27:00,S002,P059,1,245,140
L0018162,T010141,2024-09-21 09:27:00,S002,P063,1,225,115
L0000310,T000174,2024-09-21 09:46:00,S001,P038,1,115,35
L0000311,T000174,2024-09-21 09:46:00,S001,P050,1,225,55
L0009206,T005225,2024-09-21 09:50:00,S001,P028,1,370,110
L0009207,T005225,2024-09-21 09:50:00,S001,P069,1,315,200
L0011927,T006721,2024-09-21 10:19:00,S001,P008,1,245,85
L0011928,T006721,2024-09-21 10:19:00,S001,P070,1,335,200
L0015119,T008452,2024-09-21 10:36:00,S001,P018,1,225,70
L0015120,T008452,2024-09-21 10:36:00,S001,P057,1,155,85
L0020866,T011631,2024-09-21 10:47:00,S003,P009,1,160,90
L0009313,T005290,2024-09-21 10:47:45,S002,P027,2,285,115
L0024104,T013443,2024-09-21 10:56:30,S002,P015,1,260,115
L0024105,T013443,2024-09-21 10:56:30,S002,P060,1,255,150
L0024106,T013443,2024-09-21 10:56:30,S002,P005,1,120,50
L0030924,T017218,2024-09-21 11:32:45,S001,P048,1,215,55
L0030925,T017218,2024-09-21 11:32:45,S001,P071,2,325,200
L0030926,T017218,2024-09-21 11:32:45,S001,P066,1,125,60
L0032802,T018264,2024-09-21 12:09:00,S002,P072,1,355,235
L0019845,T011054,2024-09-21 12:23:15,S002,P064,1,135,80
L0019846,T011054,2024-09-21 12:23:15,S002,P061,1,95,60
L0035074,T019517,2024-09-21 12:37:00,S003,P069,1,315,300
L0035075,T019517,2024-09-21 12:37:00,S003,P049,1,175,85
L0012150,T006847,2024-09-21 12:45:30,S002,P019,1,275,125
L0012151,T006847,2024-09-21 12:45:30,S002,P068,1,295,195
L0012152,T006847,2024-09-21 12:45:30,S002,P025,1,185,80
L0021276,T011864,2024-09-21 12:46:15,S001,P031,1,270,115
L0024257,T013526,2024-09-21 13:26:30,S001,P069,1,315,180
L0024258,T013526,2024-09-21 13:26:30,S001,P030,1,220,95
L0033188,T018474,2024-09-21 15:42:45,S001,P066,1,125,65
L0033189,T018474,2024-09-21 15:42:45,S001,P059,2,245,140
L0014543,T008143,2024-09-21 16:27:00,S003,P029,1,170,90
L0014544,T008143,2024-09-21 16:27:00,S003,P055,1,200,95
L0014545,T008143,2024-09-21 16:27:00,S003,P059,1,245,185
L0014546,T008143,2024-09-21 16:27:00,S003,P071,3,325,275
L0021497,T011985,2024-09-21 16:56:15,S001,P006,1,155,60
L0021498,T011985,2024-09-21 16:56:15,S001,P041,1,100,25
L0021420,T011944,2024-09-21 17:22:00,S002,P064,1,135,75
L0026478,T014782,2024-09-21 18:01:30,S002,P015,1,260,110
L0032056,T017858,2024-09-21 18:06:00,S003,P035,1,295,175
L0032057,T017858,2024-09-21 18:06:00,S003,P061,1,95,75
L0028597,T015931,2024-09-21 18:47:00,S001,P064,1,135,65
L0028598,T015931,2024-09-21 18:47:00,S001,P060,1,255,140
L0029677,T016537,2024-09-21 18:48:15,S001,P038,1,115,35
L0026358,T014710,2024-09-21 19:33:00,S002,P067,1,185,115
L0024248,T013522,2024-09-21 20:04:15,S001,P045,1,105,25
L0024249,T013522,2024-09-21 20:04:15,S001,P066,1,125,65
L0025538,T014262,2024-09-22 08:03:00,S001,P017,2,175,60
L0032016,T017835,2024-09-22 08:08:30,S002,P007,1,190,70
L0032017,T017835,2024-09-22 08:08:30,S002,P058,1,145,80
L0031674,T017643,2024-09-22 08:10:15,S001,P017,1,175,60
L0031675,T017643,2024-09-22 08:10:15,S001,P064,1,135,75
L0031676,T017643,2024-09-22 08:10:15,S001,P015,1,260,95
L0015400,T008597,2024-09-22 08:11:00,S003,P071,1,325,290
L0010811,T006093,2024-09-22 08:38:00,S003,P019,1,275,155
L0010812,T006093,2024-09-22 08:38:00,S003,P070,1,335,305
L0019982,T011130,2024-09-22 09:00:00,S002,P021,1,190,75
L0033225,T018496,2024-09-22 09:56:00,S003,P060,1,255,195
L0033226,T018496,2024-09-22 09:56:00,S003,P071,1,325,275
L0004842,T002753,2024-09-22 10:37:00,S001,P016,2,340,120
L0004843,T002753,2024-09-22 10:37:00,S001,P002,1,125,40
L0026909,T015009,2024-09-22 10:46:00,S002,P030,1,220,95
L0026910,T015009,2024-09-22 10:46:00,S002,P057,1,155,85
L0000140,T000078,2024-09-22 10:49:30,S003,P007,1,190,90
L0000141,T000078,2024-09-22 10:49:30,S003,P061,1,95,75
L0006798,T003870,2024-09-22 12:07:15,S002,P072,1,355,230
L0006799,T003870,2024-09-22 12:07:15,S002,P014,1,215,95
L0006800,T003870,2024-09-22 12:07:15,S002,P004,1,200,65
L0006850,T003896,2024-09-22 12:31:00,S001,P036,1,380,135
L0006851,T003896,2024-09-22 12:31:00,S001,P050,1,225,65
L0006852,T003896,2024-09-22 12:31:00,S001,P062,1,175,90
L0025674,T014337,2024-09-22 12:54:45,S002,P069,1,315,205
L0025675,T014337,2024-09-22 12:54:45,S002,P070,1,335,225
L0025676,T014337,2024-09-22 12:54:45,S002,P071,1,325,205
L0025677,T014337,2024-09-22 12:54:45,S002,P072,1,355,245
L0025678,T014337,2024-09-22 12:54:45,S002,P027,2,285,100
L0034577,T019249,2024-09-22 13:08:45,S003,P072,1,355,330
L0034578,T019249,2024-09-22 13:08:45,S003,P071,1,325,280
L0023207,T012956,2024-09-22 13:37:00,S003,P070,1,335,290
L0023208,T012956,2024-09-22 13:37:00,S003,P057,1,155,130
L0011862,T006681,2024-09-22 14:06:00,S002,P009,1,160,60
L0005716,T003232,2024-09-22 14:22:45,S003,P066,2,125,105
L0005717,T003232,2024-09-22 14:22:45,S003,P011,1,250,135
L0001473,T000845,2024-09-22 14:30:00,S001,P042,1,125,40
L0001474,T000845,2024-09-22 14:30:00,S001,P008,1,245,85
L0001475,T000845,2024-09-22 14:30:00,S001,P031,1,270,100
L0028751,T016026,2024-09-22 14:55:15,S001,P071,1,325,215
L0029679,T016539,2024-09-22 14:59:30,S001,P023,1,300,110
L0029680,T016539,2024-09-22 14:59:30,S001,P007,1,190,65
L0029681,T016539,2024-09-22 14:59:30,S001,P057,1,155,85
L0028202,T015727,2024-09-22 16:11:00,S003,P036,1,380,200
L0026675,T014883,2024-09-22 16:21:00,S001,P019,1,275,95
L0026676,T014883,2024-09-22 16:21:00,S001,P016,1,340,120
L0003720,T002122,2024-09-22 17:15:00,S001,P033,1,185,70
L0032059,T017860,2024-09-22 17:26:45,S003,P014,1,215,115
L0032060,T017860,2024-09-22 17:26:45,S003,P011,1,250,140
L0035860,T019965,2024-09-22 17:58:00,S001,P045,1,105,30
L0035861,T019965,2024-09-22 17:58:00,S001,P070,2,335,205
L0007680,T004354,2024-09-22 18:10:15,S003,P013,1,170,90
L0007681,T004354,2024-09-22 18:10:15,S003,P014,1,215,110
L0017600,T009834,2024-09-22 18:29:45,S001,P071,1,325,210
L0017553,T009806,2024-09-23 08:25:00,S002,P025,1,185,70
L0017554,T009806,2024-09-23 08:25:00,S002,P065,1,165,90
L0017127,T009577,2024-09-23 08:33:00,S001,P022,1,245,85
L0017128,T009577,2024-09-23 08:33:00,S001,P059,2,245,115
L0027779,T015502,2024-09-23 08:34:00,S002,P007,1,190,75
L0027780,T015502,2024-09-23 08:34:00,S002,P059,2,245,145
L0027781,T015502,2024-09-23 08:34:00,S002,P067,1,185,100
L0004655,T002652,2024-09-23 08:46:00,S003,P029,1,170,100
L0004656,T002652,2024-09-23 08:46:00,S003,P057,1,155,120
L0004657,T002652,2024-09-23 08:46:00,S003,P062,1,175,135
L0024679,T013763,2024-09-23 08:49:00,S001,P025,1,185,60
L0024680,T013763,2024-09-23 08:49:00,S001,P027,1,285,105
L0019724,T010988,2024-09-23 09:25:30,S002,P008,1,245,85
L0019725,T010988,2024-09-23 09:25:30,S002,P060,1,255,145
L0019726,T010988,2024-09-23 09:25:30,S002,P051,1,275,75
L0034715,T019326,2024-09-23 09:33:30,S001,P014,1,215,70
L0015839,T008848,2024-09-23 10:10:45,S002,P050,1,225,75
L0015840,T008848,2024-09-23 10:10:45,S002,P071,1,325,195
L0020480,T011414,2024-09-23 12:13:00,S001,P022,1,245,80
L0020481,T011414,2024-09-23 12:13:00,S001,P009,1,160,65
L0020482,T011414,2024-09-23 12:13:00,S001,P056,1,260,65
L0014068,T007886,2024-09-23 12:59:00,S001,P046,2,135,30
L0014069,T007886,2024-09-23 12:59:00,S001,P064,1,135,70
L0016708,T009342,2024-09-23 12:59:00,S002,P038,1,115,35
L0023509,T013126,2024-09-23 15:02:00,S002,P055,1,200,65
L0005662,T003198,2024-09-23 15:20:45,S002,P029,1,170,65
L0001130,T000648,2024-09-23 15:58:00,S002,P013,1,170,70
L0001131,T000648,2024-09-23 15:58:00,S002,P067,1,185,110
L0001132,T000648,2024-09-23 15:58:00,S002,P060,1,255,130
L0014955,T008365,2024-09-23 16:51:15,S001,P036,1,380,130
L0020215,T011261,2024-09-23 17:09:45,S002,P062,1,175,105
L0001587,T000905,2024-09-23 17:54:30,S003,P013,1,170,90
L0001588,T000905,2024-09-23 17:54:30,S003,P030,1,220,120
L0001785,T001026,2024-09-23 18:45:00,S001,P013,1,170,60
L0009154,T005192,2024-09-23 18:54:00,S002,P027,1,285,115
L0009155,T005192,2024-09-23 18:54:00,S002,P013,1,170,65
L0015098,T008442,2024-09-23 18:57:00,S001,P067,1,185,95
L0015099,T008442,2024-09-23 18:57:00,S001,P054,1,165,45
L0010136,T005739,2024-09-23 20:49:15,S001,P039,1,140,35
L0018274,T010204,2024-09-24 08:16:00,S002,P014,1,215,80
L0018275,T010204,2024-09-24 08:16:00,S002,P037,1,90,25
L0018276,T010204,2024-09-24 08:16:00,S002,P064,1,135,70
L0002827,T001625,2024-09-24 08:25:30,S002,P030,1,220,85
L0002828,T001625,2024-09-24 08:25:30,S002,P057,1,155,80
L0002829,T001625,2024-09-24 08:25:30,S002,P002,1,125,55
L0002830,T001625,2024-09-24 08:25:30,S002,P065,1,165,90
L0027710,T015466,2024-09-24 08:57:45,S002,P058,3,145,75
L0014517,T008128,2024-09-24 09:05:00,S003,P047,1,165,80
L0014518,T008128,2024-09-24 09:05:00,S003,P066,1,125,95
L0002015,T001167,2024-09-24 09:26:30,S001,P064,1,135,70
L0003134,T001797,2024-09-24 10:41:00,S002,P013,1,170,60
L0030318,T016894,2024-09-24 10:41:00,S003,P016,1,340,150
L0030319,T016894,2024-09-24 10:41:00,S003,P065,1,165,130
L0010946,T006166,2024-09-24 12:56:15,S001,P069,1,315,185
L0031844,T017732,2024-09-24 14:09:00,S001,P066,1,125,65
L0031845,T017732,2024-09-24 14:09:00,S001,P014,1,215,80
L0018627,T010388,2024-09-24 14:13:30,S001,P008,1,245,85
L0027480,T015336,2024-09-24 14:25:00,S001,P051,1,275,70
L0027481,T015336,2024-09-24 14:25:00,S001,P060,1,255,120
L0027482,T015336,2024-09-24 14:25:00,S001,P057,1,155,75
L0013723,T007701,2024-09-24 14:38:00,S003,P005,1,120,60
L0005250,T002980,2024-09-24 15:34:30,S002,P018,1,225,80
L0006473,T003672,2024-09-24 16:42:15,S001,P031,1,270,100
L0006474,T003672,2024-09-24 16:42:15,S001,P006,1,155,50
L0007697,T004364,2024-09-24 16:48:00,S002,P016,1,340,130
L0006054,T003427,2024-09-24 16:54:45,S001,P072,2,355,215
L0026078,T014561,2024-09-24 17:17:45,S003,P019,1,275,140
L0009919,T005626,2024-09-25 08:04:00,S001,P027,1,285,105
L0009883,T005605,2024-09-25 08:08:00,S001,P010,1,205,80
L0009884,T005605,2024-09-25 08:08:00,S001,P054,3,165,45
L0009885,T005605,2024-09-25 08:08:00,S001,P065,1,165,80
L0004894,T002783,2024-09-25 08:23:00,S001,P028,1,370,115
L0035155,T019559,2024-09-25 08:31:15,S003,P062,1,175,135
L0035156,T019559,2024-09-25 08:31:15,S003,P001,1,100,55
L0025734,T014372,2024-09-25 08:45:00,S001,P011,2,250,85
L0025735,T014372,2024-09-25 08:45:00,S001,P062,1,175,90
L0028252,T015752,2024-09-25 08:55:30,S002,P004,1,200,65
L0004177,T002378,2024-09-25 09:08:30,S002,P010,1,205,80
L0004178,T002378,2024-09-25 09:08:30,S002,P068,1,295,205
L0004179,T002378,2024-09-25 09:08:30,S002,P026,1,235,95
L0000531,T000302,2024-09-25 09:09:00,S002,P057,1,155,85
L0007686,T004358,2024-09-25 09:45:15,S003,P055,1,200,105
L0013385,T007515,2024-09-25 10:10:45,S001,P036,1,380,150
L0013386,T007515,2024-09-25 10:10:45,S001,P070,1,335,200
L0027949,T015590,2024-09-25 11:02:45,S002,P013,1,170,70
L0029884,T016657,2024-09-25 11:29:00,S003,P002,1,125,65
L0029885,T016657,2024-09-25 11:29:00,S003,P070,1,335,300
L0021614,T012058,2024-09-25 11:49:15,S003,P013,1,170,85
L0021615,T012058,2024-09-25 11:49:15,S003,P069,1,315,275
L0021616,T012058,2024-09-25 11:49:15,S003,P065,1,165,125
L0017229,T009636,2024-09-25 12:29:00,S002,P071,1,325,220
L0017230,T009636,2024-09-25 12:29:00,S002,P072,1,355,215
L0010384,T005869,2024-09-25 12:38:00,S001,P068,1,295,180
L0010385,T005869,2024-09-25 12:38:00,S001,P055,1,200,65
L0010386,T005869,2024-09-25 12:38:00,S001,P069,1,315,180
L0022621,T012631,2024-09-25 12:38:00,S001,P007,1,190,60
L0024207,T013499,2024-09-25 12:56:00,S001,P068,1,295,185
L0024208,T013499,2024-09-25 12:56:00,S001,P007,1,190,75
L0025492,T014231,2024-09-25 13:08:00,S001,P012,1,325,95
L0025493,T014231,2024-09-25 13:08:00,S001,P061,1,95,55
L0008558,T004856,2024-09-25 13:10:30,S003,P030,1,220,125
L0008559,T004856,2024-09-25 13:10:30,S003,P071,1,325,295
L0008560,T004856,2024-09-25 13:10:30,S003,P018,1,225,130
L0008561,T004856,2024-09-25 13:10:30,S003,P068,1,295,260
L0012806,T007206,2024-09-25 13:48:00,S002,P037,1,90,25
L0030537,T017012,2024-09-25 14:03:00,S003,P030,1,220,130
L0002983,T001713,2024-09-25 14:14:15,S003,P031,1,270,155
L0002984,T001713,2024-09-25 14:14:15,S003,P061,1,95,70
L0002985,T001713,2024-09-25 14:14:15,S003,P047,1,165,65
L0002986,T001713,2024-09-25 14:14:15,S003,P006,1,155,80
L0009913,T005622,2024-09-25 14:22:00,S001,P002,1,125,40
L0031253,T017403,2024-09-25 15:37:00,S002,P045,1,105,35
L0031254,T017403,2024-09-25 15:37:00,S002,P037,1,90,30
L0015667,T008751,2024-09-25 16:09:00,S002,P018,1,225,100
L0015668,T008751,2024-09-25 16:09:00,S002,P061,1,95,50
L0015669,T008751,2024-09-25 16:09:00,S002,P064,1,135,80
L0032551,T018133,2024-09-25 16:14:45,S002,P057,1,155,90
L0032552,T018133,2024-09-25 16:14:45,S002,P031,1,270,125
L0015572,T008694,2024-09-25 16:19:45,S002,P065,1,165,90
L0015573,T008694,2024-09-25 16:19:45,S002,P031,1,270,125
L0019301,T010757,2024-09-25 16:24:30,S001,P027,1,285,105
L0006622,T003763,2024-09-25 16:26:45,S001,P013,1,170,55
L0006623,T003763,2024-09-25 16:26:45,S001,P030,1,220,95
L0029606,T016495,2024-09-25 16:34:30,S002,P002,1,125,45
L0029607,T016495,2024-09-25 16:34:30,S002,P062,1,175,90
L0021994,T012279,2024-09-25 16:39:15,S003,P013,1,170,85
L0013437,T007544,2024-09-25 16:47:45,S002,P068,1,295,190
L0013107,T007365,2024-09-25 16:56:45,S002,P033,1,185,80
L0013108,T007365,2024-09-25 16:56:45,S002,P045,1,105,35
L0013109,T007365,2024-09-25 16:56:45,S002,P008,1,245,105
L0013110,T007365,2024-09-25 16:56:45,S002,P030,1,220,100
L0000083,T000048,2024-09-25 17:23:30,S001,P019,1,275,90
L0000084,T000048,2024-09-25 17:23:30,S001,P060,1,255,125
L0000085,T000048,2024-09-25 17:23:30,S001,P025,1,185,70
L0023528,T013136,2024-09-25 17:54:00,S001,P028,1,370,115
L0023529,T013136,2024-09-25 17:54:00,S001,P015,1,260,95
L0008795,T004991,2024-09-26 08:07:45,S002,P002,1,125,55
L0005696,T003219,2024-09-26 08:15:00,S003,P064,1,135,115
L0005697,T003219,2024-09-26 08:15:00,S003,P071,2,325,285
L0025197,T014061,2024-09-26 08:25:15,S002,P065,1,165,95
L0025198,T014061,2024-09-26 08:25:15,S002,P059,1,245,150
L0030821,T017165,2024-09-26 08:54:00,S003,P006,1,155,75
L0030822,T017165,2024-09-26 08:54:00,S003,P012,1,325,150
L0003618,T002072,2024-09-26 09:06:45,S001,P006,1,155,55
L0003619,T002072,2024-09-26 09:06:45,S001,P063,1,225,115
L0035592,T019815,2024-09-26 09:13:45,S003,P050,1,225,105
L0002383,T001384,2024-09-26 09:45:00,S002,P029,1,170,75
L0016122,T009007,2024-09-26 09:55:00,S002,P068,2,295,195
L0026998,T015065,2024-09-26 10:11:00,S002,P068,1,295,195
L0026999,T015065,2024-09-26 10:11:00,S002,P001,1,100,40
L0027000,T015065,2024-09-26 10:11:00,S002,P069,1,315,205
L0027001,T015065,2024-09-26 10:11:00,S002,P057,1,155,80
L0028373,T015817,2024-09-26 10:39:00,S001,P006,1,155,50
L0028374,T015817,2024-09-26 10:39:00,S001,P057,1,155,80
L0028375,T015817,2024-09-26 10:39:00,S001,P034,1,240,95
L0032694,T018208,2024-09-26 10:46:00,S003,P070,1,335,300
L0017066,T009544,2024-09-26 10:49:45,S002,P018,1,225,95
L0004869,T002771,2024-09-26 10:53:00,S002,P036,1,380,170
L0004870,T002771,2024-09-26 10:53:00,S002,P046,1,135,45
L0014855,T008305,2024-09-26 11:57:15,S001,P034,1,240,90
L0014856,T008305,2024-09-26 11:57:15,S001,P057,1,155,85
L0002449,T001424,2024-09-26 12:03:45,S001,P019,1,275,100
L0002450,T001424,2024-09-26 12:03:45,S001,P072,1,355,220
L0004312,T002450,2024-09-26 12:07:45,S002,P059,1,245,125
L0035353,T019674,2024-09-26 12:30:30,S002,P010,1,205,75
L0035354,T019674,2024-09-26 12:30:30,S002,P011,1,250,105
L0035355,T019674,2024-09-26 12:30:30,S002,P068,1,295,200
L0008143,T004615,2024-09-26 12:32:15,S003,P016,1,340,170
L0008144,T004615,2024-09-26 12:32:15,S003,P038,1,115,50
L0008145,T004615,2024-09-26 12:32:15,S003,P068,1,295,260
L0005177,T002933,2024-09-26 12:48:00,S002,P035,1,295,145
L0007662,T004347,2024-09-26 12:49:00,S002,P006,1,155,60
L0007663,T004347,2024-09-26 12:49:00,S002,P052,2,355,115
